original_name,frequency,normalized_name
CAMBRIDGE CONSULTANTS LIMITED,1,CAMBRIDGE CONSULTANTS LTD
"CAMBRIDGE CONSULTANTS, LTD., A UNITED KINGDOM CORPORATION",2,CAMBRIDGE CONSULTANTS LTD A UK CORP
"CAMBRIDGE HEART, INC.",36,CAMBRIDGE HEART INC
"CAMBRIDGE INDUSTRIES, INC.",60,CAMBRIDGE INDUSTRIES INC
CAMBRIDGE INTERNATIONAL INC.,12,CAMBRIDGE INTERNATIONAL INC
"CAMBRIDGE INTERNATIONAL, INC.",69,CAMBRIDGE INTERNATIONAL INC
"CAMBRIDGE INTERNATIONAL, INC. (F/K/A CAMBRIDGE, INC.)",2,CAMBRIDGE INTERNATIONAL INC F K A CAMBRIDGE INC
"CAMBRIDGE INTERNATIONAL, INC. (F/K/A MARYLAND WIRE BELTS, INC.)",3,CAMBRIDGE INTERNATIONAL INC F K A MARYLAND WIRE BELTS INC
"CAMBRIDGE NANOTECH, INC.",7,CAMBRIDGE NANOTECH INC
CAMBRIDGE PRODUCTS CORPORATION,3,CAMBRIDGE PRODUCTS CORP
"CAMBRIDGE SCIENTIFIC ABSTRACTS, LIMITED PARNERSHIP",1,CAMBRIDGE SCIENTIFIC ABSTRACTS LTD PARNERSHIP
"CAMBRIDGE SCIENTIFIC ABSTRACTS, LIMITED PARTNERSHIP",1,CAMBRIDGE SCIENTIFIC ABSTRACTS LTD PARTNERSHIP
"CAMBRIDGE SCIENTIFIC ABSTRACTS, LP",2,CAMBRIDGE SCIENTIFIC ABSTRACTS LP
CAMBRIDGE TECHNOLOGY INC.,163,CAMBRIDGE TECHNOLOGY INC
"CAMBRIDGE TECHNOLOGY, INC.",164,CAMBRIDGE TECHNOLOGY INC
"CAMBRIDGE, INC.",7,CAMBRIDGE INC
"CAMCAR INTELLECTUAL PROPERTIES, LLC",54,CAMCAR INTELLECTUAL PROPERTIES LLC
"CAMCAR INTELLECTUAL PROPERTIES, LLC ET AL",1,CAMCAR INTELLECTUAL PROPERTIES LLC ET AL
CAMCAR LLC,340,CAMCAR LLC
CAMDEN PAPERBOARD CORPORATION,7,CAMDEN PAPERBOARD CORP
CAMELBAK ACQUISITION CORP.,127,CAMELBAK ACQUISITION CORP
CAMELBAK ACQUISITION CORPORATION,127,CAMELBAK ACQUISITION CORP
"CAMELBAK INTERNATIONAL, LLC",7,CAMELBAK INTERNATIONAL LLC
"CAMELBAK PRODUCTS, LLC",1802,CAMELBAK PRODUCTS LLC
CAMELOT UK BIDCO LIMITED,5,CAMELOT UK BIDCO LTD
"CAMIANT, INC.",250,CAMIANT INC
"CAMIE CAMPBELL, INC.",2,CAMIE CAMPBELL INC
"CAMINO NEUROCARE, INC.",2,CAMINO NEUROCARE INC
CAMOPLAST SOLIDEAL INC.,2,CAMOPLAST SOLIDEAL INC
CAMSO INC. (FORMERLY CAMOPLAST SOLIDEAL INC.),2,CAMSO INC FORMERLY CAMOPLAST SOLIDEAL INC
"CAMTRONICS MEDICAL SYSTEMS, LTD.",5,CAMTRONICS MEDICAL SYSTEMS LTD
"CANAAN VII L.P., AS ADMINISTRATION AGENT",14,CANAAN VII LP AS ADMINISTRATIONAGENT
"CANADA, TELESAT",4,CANADA TELESAT
CANADIAN HARVEST L.P.,3,CANADIAN HARVEST LP
CANADIAN IMPERIAL BANK OF COMMERCE,50,CANADIAN IMPERIAL BANK OF COMMERCE
"CANADIAN IMPERIAL BANK OF COMMERCE, ACTING THROUGH ITS NEW YORK AGENCY, AS RESIGNING ADMINISTRATIVE AGENT",11,CANADIAN IMPERIAL BANK OF COMMERCE ACTING THROUGH ITS NEW YORK AGENCY AS RESIGNING ADMINISTRATIVE AGENT
"CANADIAN IMPERIAL BANK OF COMMERCE, AS AGENT",1,CANADIAN IMPERIAL BANK OF COMMERCE
"CANADIAN IMPERIAL BANK OF COMMERCE, AS EXISTING COLLATERAL AGENT",1,CANADIAN IMPERIAL BANK OF COMMERCE AS EXISTING COLLATERAL AGENT
"CANADIAN IMPERIAL BANK, AS ADMINISTRATIVE AGENT",323,CANADIAN IMPERIAL BANK
CANAM STEEL CORPORATION,5,CANAM STEEL CORP
"CANARY CONNECT, INC.",8,CANARY CONNECT INC
"CANCER GENETICS, INC.",41,CANCER GENETICS INC
"CANDANT, INC.",5,CANDANT INC
"CANDEE, JULIET C.",1,CANDEE JULIET C
CANDELA CORPORATION,44,CANDELA CORP
CANDELA LASER CORPORATION,14,CANDELA LASER CORP
"CANDELA LASER CORPORATION, A DE. CORP.",3,CANDELA LASER CORP A DE CORP
CANDLE CORPORATION OF AMERICA,8,CANDLE CORP OF AMERICA
CANFIELD COATING LLC,76,CANFIELD COATING LLC
"CANNON MILLS COMPANY, A CORP OF NC.",1,CANNON MILLS CO A CORP OF NC
CANNONDALE BICYCLE CORPORATION,37,CANNONDALE BICYCLE CORP
"CANNONDALE BICYCLE CORPORATION, F/K/A BICYCLE BUSINESS ACQUISITION CORP.",36,CANNONDALE BICYCLE CORP F K A BICYCLE BUSINESS ACQUISITION CORP
CANNONDALE CORPORATION,150,CANNONDALE CORP
"CANSTAR SPORTS GROUP, INC., A CANADAIAN CORP.",12,CANSTAR SPORTS GROUP INC A CANADAIAN CORP
"CANTALOUPE SYSTEMS, INC.",106,CANTALOUPE SYSTEMS INC
"CANTALOUPE SYSTEMS, INC. (SUCCESSOR IN INTEREST TO USAT, INC.)",51,CANTALOUPE SYSTEMS INC SUCCESSOR IN INTEREST TO USAT INC
"CANTALOUPE, INC.",1,CANTALOUPE INC
"CANTATA TECHNOLOGY INTERNATIONAL, INC.",90,CANTATA TECHNOLOGY INTERNATIONAL INC
"CANTATA TECHNOLOGY, INC.",90,CANTATA TECHNOLOGY INC
CANTOR FITZEGERALD SECURITIES,15,CANTOR FITZEGERALD SECURITIES
CAP SNAP CO.,2,CAP SNAP CO
CAP SNAP CO. A CORP. OF CA,1,CAP SNAP CO A CORP OF CA
"CAPACITY OF TEXAS, INC.",66,CAPACITY OF TEXAS INC
"CAPITAL AIR SERVICES, INC.",2,CAPITAL AIR SERVICES INC
"CAPITAL BANK, NA",1,CAPITAL BANK NA
CAPITAL CITY PRODUCTS COMPANY A CORP OF OH,2,CAPITAL CITY PRODUCTS CO A CORP OF OH
"CAPITAL CONTROLS COMPANY, INC.",2,CAPITAL CONTROLS CO INC
"CAPITAL FASTENER, INC.",1,CAPITAL FASTENER INC
"CAPITAL RETURNS, INC.",9,CAPITAL RETURNS INC
CAPITAL ROYALTY PARTNERS II (CAYMAN) L.P.,1,CAPITAL ROYALTY PARTNERS II CAYMAN LP
"CAPITAL ROYALTY PARTNERS II - PARALLEL FUND ""A"" L.P.",1,CAPITAL ROYALTY PARTNERS II - PARALLEL FUND A LP
CAPITAL ROYALTY PARTNERS II L.P.,1,CAPITAL ROYALTY PARTNERS II LP
CAPITAL SOURCE LLC,9,CAPITAL SOURCE LLC
CAPITALSOURCE FINANCE LLC,9,CAPITALSOURCE FINANCE LLC
"CAPITOL CASTINGS ACQUISITION, INC., A CORP OF DE.",1,CAPITOL CASTINGS ACQUISITION INC A CORP OF DE
"CAPITOL CUPS, INC.",3,CAPITOL CUPS INC
"CAPITOL MEDICAL DEVICES, INC.",1,CAPITOL MEDICAL DEVICES INC
CAPITOL ONE LEVERAGE FINANCE CORP.,3,CAPITOL ONE LEVERAGE FINANCE CORP
"CAPITOL PLASTIC PRODUCTS, L.L.C.",3,CAPITOL PLASTIC PRODUCTS LLC
"CAPITOL VIAL, INC.",2,CAPITOL VIAL INC
"CAPPCO TUBULAR PRODUCTS USA, INC., A GEORGIA CORPORATION",18,CAPPCO TUBULAR PRODUCTS USA INC A GEORGIA CORP
CAPPELLA INC.,2,CAPPELLA INC
CAPRI CORP.,4,CAPRI CORP
"CAPRION PROTEOMICS USA, LLC",4,CAPRION PROTEOMICS USA LLC
CAPSA SOLUTIONS LLC,45,CAPSA SOLUTIONS LLC
"CAPSONIC AUTOMOTIVE, INC.",9,CAPSONIC AUTOMOTIVE INC
"CAPSTAR DRILLING, GP, L.L.C",1,CAPSTAR DRILLING GP LLC
"CAPSTAR DRILLING, GP, L.L.C.",18,CAPSTAR DRILLING GP LLC
"CAPSTAR DRILLING, INC.",20,CAPSTAR DRILLING INC
"CAPSTAR DRILLING, L.P.",19,CAPSTAR DRILLING LP
"CAPSTAR DRILLING, LP, L.L..C.",1,CAPSTAR DRILLING LP LLC
"CAPSTAR DRILLING, LP, L.L.C.",18,CAPSTAR DRILLING LP LLC
CAPSTONE GREEN ENERGY CORPORATION F/K/A CAPSTONE TURBINE CORPORATION,70,CAPSTONE GREEN ENERGY CORP F K A CAPSTONE TURBINE CORP
CAPSTONE GREEN ENERGY LLC,8,CAPSTONE GREEN ENERGY LLC
CAPSTONE TURBINE CORPORATION,248,CAPSTONE TURBINE CORP
"CAPSTONE TURBINE CORPORATION, A DELAWARE CORPORATION",68,CAPSTONE TURBINE CORP A DELAWARE CORP
CAPSUGEL BELGIUM BVBA,51,CAPSUGEL BELGIUM BVBA
"CAPSULE TECHNOLOGIES, INC.",81,CAPSULE TECHNOLOGIES INC
"CAPSULETECH, INC.",54,CAPSULETECH INC
"CAPTARIS, INC.",10,CAPTARIS INC
"CAPTIVE PLASTICS, INC.",200,CAPTIVE PLASTICS INC
"CAR.COM, INC.",16,CAR COM INC
"CARAUSTAR CUSTOM PACKAGING GROUP (MARYLAND), INC.",42,CARAUSTAR CUSTOM PACKAGING GROUP MARYLAND INC
"CARAUSTAR CUSTOM PACKAGING GROUP, INC.",46,CARAUSTAR CUSTOM PACKAGING GROUP INC
"CARAUSTAR INDUSTRIAL AND CONSUMER PRODUCTS GROUP, INC.",60,CARAUSTAR INDUSTRIAL & CONSUMER PRODUCTS GROUP INC
"CARAUSTAR INDUSTRIES, INC.",72,CARAUSTAR INDUSTRIES INC
"CARAUSTAR MILL GROUP, INC.",7,CARAUSTAR MILL GROUP INC
"CARAUSTAR RECOVERED FIBER GROUP, INC.",7,CARAUSTAR RECOVERED FIBER GROUP INC
"CARAUSTAR, G.P.",7,CARAUSTAR G P
"CARAUSTER CUSTOM PACKAGING GROUP, INC.",14,CARAUSTER CUSTOM PACKAGING GROUP INC
"CARAUSTER INDUSTRIES, INC",7,CARAUSTER INDUSTRIES INC
"CARAVAGGIO, MICHAEL A.",1,CARAVAGGIO MICHAEL A
CARBIDE INTERNATIONAL CORPORATION,2,CARBIDE INTERNATIONAL CORP
CARBO CERAMICS INC.,88,CARBO CERAMICS INC
"CARBO-MEDICS, INC.",8,CARBO-MEDICS INC
"CARBOMEDICS, INC.",26,CARBOMEDICS INC
"CARBOMEDICS, INC.,",9,CARBOMEDICS INC
"CARBOMEDICS, INC., A CORP. OF TEXAS",9,CARBOMEDICS INC A CORP OF TEXAS
"CARBOMEDICS, INC., A TEXAS CORP.",6,CARBOMEDICS INC A TEXAS CORP
"CARBOMEDICS, INC., A TX CORP.",9,CARBOMEDICS INC A TX CORP
"CARBON/GRAPHITE GROUP, INC. A CORP. OF DE",4,CARBON GRAPHITE GROUP INC A CORP OF DE
"CARBONITE, INC.",130,CARBONITE INC
CARD-SCI INC.,27,CARD-SCI INC
"CARDIAC CONTROL SYSTEMS, INC.",16,CARDIAC CONTROL SYSTEMS INC
CARDIAC PATHWAYS CORPORATION,35,CARDIAC PATHWAYS CORP
CARDIAC SCIENCE CORPORATION,99,CARDIAC SCIENCE CORP
"CARDIAC SCIENCE CORPORATION, A DELAWARE CORPORATION",6,CARDIAC SCIENCE CORP A DELAWARE CORP
"CARDIAC SCIENCE, INC.",55,CARDIAC SCIENCE INC
"CARDIACASSIST, INC.",2,CARDIACASSIST INC
"CARDICA, INC.",58,CARDICA INC
"CARDIMA, INC.",115,CARDIMA INC
"CARDINAL HEALTH 208, INC.",6,CARDINAL HEALTH 208 INC
"CARDINAL HEALTH 400, INC.",94,CARDINAL HEALTH 400 INC
"CARDINAL HEALTH 406, LLC",94,CARDINAL HEALTH 406 LLC
"CARDINAL HEALTH 409, INC.",94,CARDINAL HEALTH 409 INC
"CARDINAL HEALTH 421, INC.",94,CARDINAL HEALTH 421 INC
"CARDINAL HEALTH PTS, LLC",94,CARDINAL HEALTH PTS LLC
"CARDINAL PACKAGING, INC.",1,CARDINAL PACKAGING INC
CARDIODYNAMICS INTERNATIONAL CORPORATION,46,CARDIODYNAMICS INTERNATIONAL CORP
"CARDIOFOCUS, INC.",26,CARDIOFOCUS INC
"CARDIOFOCUS,INC.",11,CARDIOFOCUS INC
CARDIOGENESIS CORPORATION,40,CARDIOGENESIS CORP
"CARDIOGENESIS CORPORATION (N/K/A CRYOLIFE, INC.)",74,CARDIOGENESIS CORP N K A CRYOLIFE INC
"CARDIOKINETIX, INC",1,CARDIOKINETIX INC
"CARDIOKINETIX, INC.",1,CARDIOKINETIX INC
"CARDIONET, LLC",2,CARDIONET LLC
CARDIOSONIX LTD.,36,CARDIOSONIX LTD
"CARDIOVASCULAR SYSTEMS, INC.",38,CARDIOVASCULAR SYSTEMS INC
"CARDIOVENTION, INC.",4,CARDIOVENTION INC
"CARDLAB, INC.",8,CARDLAB INC
"CARDLYTICS, INC.",3,CARDLYTICS INC
"CARDPOOL, INC.",22,CARDPOOL INC
"CARDSERVICE INTERNATIONAL, INC.",662,CARDSERVICE INTERNATIONAL INC
"CARDSTAR, INC.",2,CARDSTAR INC
"CARDSTORE, INC. FORMERLY KNOWN AS PHOTOWORKS, INC.",1,CARDSTORE INC FORMERLY KNOWNAS PHOTOWORKS INC
"CARE INNOVATIONS, LLC",90,CARE INNOVATIONS LLC
CAREFEX CORPORATION,2,CAREFEX CORP
"CAREFUSION 202, INC.",191,CAREFUSION 202 INC
"CAREFUSION 203, INC.",45,CAREFUSION 203 INC
"CAREFUSION 205, INC.",3,CAREFUSION 205 INC
"CAREFUSION 207, INC.",192,CAREFUSION 207 INC
CAREFX CORPORATION,4,CAREFX CORP
"CAREKEY, INC.",4,CAREKEY INC
"CAREKINESIS, INC.",4,CAREKINESIS INC
"CARESIDE, INC.",18,CARESIDE INC
CARESTREAM DENTAL LLC,823,CARESTREAM DENTAL LLC
"CARESTREAM DENTAL, LLC",885,CARESTREAM DENTAL LLC
CARESTREAM HEALTH FRANCE,16,CARESTREAM HEALTH FRANCE
CARESTREAM HEALTH LTD.,16,CARESTREAM HEALTH LTD
"CARESTREAM HEALTH, INC.",4591,CARESTREAM HEALTH INC
"CAREVIEW COMMUNICATIONS, INC.",17,CAREVIEW COMMUNICATIONS INC
"CAREVIEW COMMUNICATIONS, INC. (NV)",9,CAREVIEW COMMUNICATIONS INC NV
"CAREVIEW COMMUNICATIONS, INC. (TX)",9,CAREVIEW COMMUNICATIONS INC TX
"CAREVIEW COMMUNICATIONS, INC. - NEVADA",8,CAREVIEW COMMUNICATIONS INC - NEVADA
"CAREVIEW COMMUNICATIONS, INC. - TEXAS",8,CAREVIEW COMMUNICATIONS INC - TEXAS
"CAREVIEW OPERATIONS, L.L.C.",5,CAREVIEW OPERATIONS LLC
"CAREVIEW OPERATIONS, LLC",6,CAREVIEW OPERATIONS LLC
"CAREVIEW OPERATIONS, LLC - TEXAS",8,CAREVIEW OPERATIONS LLC - TEXAS
"CARGURUS, INC.",1,CARGURUS INC
"CARIDIANBCT, INC.",7,CARIDIANBCT INC
"CARL KARCHER ENTERPRISES, INC.",3,CARL KARCHER ENTERPRISES INC
"CARL ZEISS MICROIMAGING AIS, INC.",2,CARL ZEISS MICROIMAGING AIS INC
"CARL'S JR. REGION VIII, INC.",3,CARL S JR REGION VIII INC
"CARLEX GLASS AMERICA, LLC",2,CARLEX GLASS AMERICA LLC
"CARLISLE BRAKE & FRICTION, INC.",88,CARLISLE BRAKE & FRICTION INC
CARLISLE FINISHING LLC,280,CARLISLE FINISHING LLC
CARLISLE FLUID TECHNOLOGIES UK LIMITED,168,CARLISLE FLUID TECHNOLOGIES UK LTD
"CARLISLE FLUID TECHNOLOGIES, LLC",168,CARLISLE FLUID TECHNOLOGIES LLC
"CARLISLE FOODSERVICE PRODUCTS, LLC",24,CARLISLE FOODSERVICE PRODUCTS LLC
CARLON COMPANY A CORP. OF OH.,1,CARLON CO A CORP OF OH
CARLSBAD CORP.,96,CARLSBAD CORP
"CARLSON PAVING PRODUCTS, INC.",206,CARLSON PAVING PRODUCTS INC
"CARLSON PAVING PRODUCTS, INC., A WASHINGTON CORPORATION",102,CARLSON PAVING PRODUCTS INC A WASHINGTON CORP
"CARLTON CARDS RETAIL, INC.",1,CARLTON CARDS RETAIL INC
"CARMEUSE LIME, INC.",37,CARMEUSE LIME INC
CARMEUSE NORTH AMERICA B.V.,37,CARMEUSE NORTH AMERICA BV
"CARMEUSE OHIO, INC.",37,CARMEUSE OHIO INC
"CARMEUSE PENNSYLVANIA, INC.",37,CARMEUSE PENNSYLVANIA INC
CARMOT THERAPEUTICS INC.,1,CARMOT THERAPEUTICS INC
CARPENTER TECHNOLOGY CORPORATION,3,CARPENTER TECHNOLOGY CORP
"CARRIER VIBRATING EQUIPMENT, INC.",3,CARRIER VIBRATING EQUIPMENT INC
"CARRINGTON LABORATORIES, INC.",46,CARRINGTON LABORATORIES INC
CARROLL COMPANY,2,CARROLL CO
"CARROLL COMPANY, A TEXAS CORPORATION",2,CARROLL CO A TEXAS CORP
CARROLL HEALTHCARE INC.,4,CARROLL HEALTHCARE INC
CARROLL HEALTHCARE L.P.,2,CARROLL HEALTHCARE LP
"CARROLL HEALTHCARE, LP",2,CARROLL HEALTHCARE LP
"CARROTT, DAVID T.",1,CARROTT DAVID T
CARSON PRODUCTS COMPANY,4,CARSON PRODUCTS CO
CARSONITE INTERNATIONAL CORPORATION,6,CARSONITE INTERNATIONAL CORP
"CART HOLDINGS, INC.",1,CART HOLDINGS INC
CARTER AUTOMOTIVE COMPANY LLC,1356,CARTER AUTOMOTIVE CO LLC
CARTER FUEL SYSTEMS,56,CARTER FUEL SYSTEMS
CARTER FUEL SYSTEMS LLC,76,CARTER FUEL SYSTEMS LLC
"CARTER FUEL SYSTEMS, LLC",587,CARTER FUEL SYSTEMS LLC
"CARTER, MARK C.",1,CARTER MARK C
"CARTERRA, INC.",2,CARTERRA INC
"CARTESIAN TECHNOLOGIES, INC.",8,CARTESIAN TECHNOLOGIES INC
"CARTIA, INC.",1,CARTIA INC
CARTIHEAL (2009) LTD.,2,CARTIHEAL 2009 LTD
"CARTIVA, INC.",4,CARTIVA INC
CARTOUCHE INC,38,CARTOUCHE INC
CARTTRONICS LLC,1,CARTTRONICS LLC
CARVEL CORPORATION,3,CARVEL CORP
"CAS MEDICAL SYSTEMS, INC.",131,CAS MEDICAL SYSTEMS INC
"CASA BONITA, INC.",3,CASA BONITA INC
"CASA SYSTEMS, INC",5,CASA SYSTEMS INC
"CASA SYSTEMS, INC.",4,CASA SYSTEMS INC
"CASADONTE, VIRGINIA",8,CASADONTE VIRGINIA
CASCADE BIDCO CORP.,74,CASCADE BIDCO CORP
"CASCADE ENGINEERING, INC.",2,CASCADE ENGINEERING INC
"CASCADE MAVERIK LACROSSE, LLC",10,CASCADE MAVERIK LACROSSE LLC
"CASCADE MICROTECH, INC.",477,CASCADE MICROTECH INC
"CASCO AND SPIROMETRICS, INC.",1,CASCO & SPIROMETRICS INC
CASCO INVESTORS CORPORATION,32,CASCO INVESTORS CORP
CASCO PRODUCTS CORPORATION,118,CASCO PRODUCTS CORP
"CASEDHOLE SOLUTIONS, INC.",1,CASEDHOLE SOLUTIONS INC
"CASH SYSTEMS, INC.",12,CASH SYSTEMS INC
"CASH TECHNOLOGIES, INC.",2,CASH TECHNOLOGIES INC
CASHSTAR INC.,8,CASHSTAR INC
"CASI-RUSCO, INC.",2,CASI-RUSCO INC
"CASI-RUSSO, INC.",2,CASI-RUSSO INC
"CASINO EXCITEMENT, INC.",178,CASINO EXCITEMENT INC
"CASK DATA, INC.",1,CASK DATA INC
"CASPIAN NETWORKS, INC.",3,CASPIAN NETWORKS INC
CASSATT CORPORATION,16,CASSATT CORP
CASTION CORPORATION,2,CASTION CORP
"CASTLEGATE, INC.",4,CASTLEGATE INC
"CASTLEMAN, DAVID A.",1,CASTLEMAN DAVID A
CASTTV INC.,7,CASTTV INC
"CAT DADDY GAMES, L.L.C.",1,CAT DADDY GAMES LLC
"CATALENT PHARMA SOLUTIONS, LLC",9,CATALENT PHARMA SOLUTIONS LLC
"CATALENT USA WOODSTOCK, INC.",11,CATALENT USA WOODSTOCK INC
"CATALENT USA WOODSTOCK, INC. (FORMERLY KNOWN AS CARDINAL HEALTH 400, INC.)",9,CATALENT USA WOODSTOCK INC FORMERLY KNOWNAS CARDINAL HEALTH 400 INC
"CATALINA DIGITAL HOLDINGS, LLC",1,CATALINA DIGITAL HOLDINGS LLC
"CATALINA HEALTH RESOURCE, LLC",50,CATALINA HEALTH RESOURCE LLC
CATALINA MARKETING CORPORATION,52,CATALINA MARKETING CORP
"CATALINA MARKETING CORPORATION, AS GRANTOR",38,CATALINA MARKETING CORP AS GRANTOR
"CATALINA MARKETING PROCUREMENT, LLC",82,CATALINA MARKETING PROCUREMENT LLC
"CATALINA MARKETING TECHNOLOGY SOLUTIONS, INC.",33,CATALINA MARKETING TECHNOLOGY SOLUTIONS INC
"CATALINA MARKETING WORLDWIDE, LLC",82,CATALINA MARKETING WORLDWIDE LLC
"CATALINA-PACIFIC MEDIA, L.L.C.",33,CATALINA-PACIFIC MEDIA LLC
"CATALINA-PACIFIC MEDIA, LLC",49,CATALINA-PACIFIC MEDIA LLC
"CATALYST ENTERPRISES, INC.",4,CATALYST ENTERPRISES INC
CATALYST PAPER (SNOWFLAKE) INC.,3,CATALYST PAPER SNOWFLAKE INC
CATALYST PAPER (USA) INC,3,CATALYST PAPER USA INC
CATALYST PAPER CORPORATION,6,CATALYST PAPER CORP
CATALYST PAPER HOLDINGS INC.,3,CATALYST PAPER HOLDINGS INC
CATALYST PAPER OPERATIONS INC.,3,CATALYST PAPER OPERATIONS INC
"CATALYST SEMICONDUCTOR, INC.",29,CATALYST SEMICONDUCTOR INC
"CATALYT SEMICONDUCTOR, INC.",4,CATALYT SEMICONDUCTOR INC
"CATALYTIC SOLUTIONS, INC.",19,CATALYTIC SOLUTIONS INC
"CATAPULT ENTERTAINMENT, INC.",1,CATAPULT ENTERTAINMENT INC
"CATASYS, INC. F/K/A HYTHIAM, INC.",2,CATASYS INC F K A HYTHIAM INC
"CATCH.COM, INC.",5,CATCH COM INC
"CATCHING FLUIDPOWER, INC.",9,CATCHING FLUIDPOWER INC
CATTEDRA DI GASTROENTEROLOGIA DEPARTIMENTO DI MEDICINA CLINICA E SPERIMENTALE,1,CATTEDRA DI GASTROENTEROLOGIA DEPARTIMENTO DI MEDICINA CLINICA E SPERIMENTALE
"CAUDLE, DAVID ARMIL",1,CAUDLE DAVID ARMIL
"CAUSTIC GRAPHICS, INC.",80,CAUSTIC GRAPHICS INC
CAVALIER SPECIALTY YARN COMPANY USA,1,CAVALIER SPECIALTY YARN CO USA
"CAVION, INC.",11,CAVION INC
CAVIUM NETWORKS,6,CAVIUM NETWORKS
CAVIUM NETWORKS INC,3,CAVIUM NETWORKS INC
CAVIUM NETWORKS LLC,1062,CAVIUM NETWORKS LLC
"CAVIUM, INC",700,CAVIUM INC
"CAVIUM, INC.",363,CAVIUM INC
"CAX HOLDINGS, LLC",54,CAX HOLDINGS LLC
"CAX PARENT, LLC",54,CAX PARENT LLC
"CAYENNE MEDICAL, INC.",16,CAYENNE MEDICAL INC
"CAYENNE SOFTWARE, INC.",9,CAYENNE SOFTWARE INC
CAYMAN CHEMICAL COMPANY,1,CAYMAN CHEMICAL CO
"CAYMAN CHEMICAL COMPANY, INCORPORATED",1,CAYMAN CHEMICAL CO INC
CAYMAN LTD. HOLDCO,15,CAYMAN LTD HOLDCO
"CAYMAN SYSTEMS, INC.",6,CAYMAN SYSTEMS INC
"CB NEPTUNE HOLDINGS, LLC",36,CB NEPTUNE HOLDINGS LLC
CB SYSTEMS ACQUISITION CO.,2,CB SYSTEMS ACQUISITION CO
"CB SYSTEMS HOLDINGS II, INC.",2,CB SYSTEMS HOLDINGS II INC
CB&I GROUP INC.,16,CB & I GROUP INC
"CB&I GROUP, INC.",17,CB & I GROUP INC
"CBI LABORATORIES, INC.",31,CBI LABORATORIES INC
"CBI RESTAURANTS, INC.",3,CBI RESTAURANTS INC
CBL SYSTEMS CORPORATION,4,CBL SYSTEMS CORP
"CBS ARCSAFE, LLC",2,CBS ARCSAFE LLC
CBS CORPORATION (F/K/A WESTINGHOUSE ELECTRIC CORPORATION),23,CBS CORP F K A WESTINGHOUSE ELECTRIC CORP
CBT (TECHNOLOGY) LIMITED,3,CBT TECHNOLOGY LTD
"CC FIBERLINK, LLC",692,CC FIBERLINK LLC
"CC INVESTMENTS, LDC",2,CC INVESTMENTS LDC
"CC MICHIGAN, LLC",692,CC MICHIGAN LLC
"CC SYSTEMS, LLC",692,CC SYSTEMS LLC
"CC V HOLDINGS, LLC",692,CC V HOLDINGS LLC
"CC VI FIBERLINK, LLC",692,CC VI FIBERLINK LLC
"CC VI OPERATING COMPANY, LLC",692,CC VI OPERATING CO LLC
"CC VII FIBERLINK, LLC",692,CC VII FIBERLINK LLC
"CC VIII FIBERLINK, LLC",692,CC VIII FIBERLINK LLC
"CC VIII HOLDINGS, LLC",692,CC VIII HOLDINGS LLC
"CC VIII OPERATING, LLC",692,CC VIII OPERATING LLC
"CC VIII, LLC",692,CC VIII LLC
"CCA INDUSTRIES, INC.",6,CCA INDUSTRIES INC
CCC INFORMATION SERVICES,1,CCC INFORMATION SERVICES
CCC INFORMATION SERVICES INC.,7,CCC INFORMATION SERVICES INC
"CCC INFORMATION SERVICES, INC.",1,CCC INFORMATION SERVICES INC
CCE SOFTWARE LLC,1560,CCE SOFTWARE LLC
CCEC CAPITAL CORP.,31,CCEC CAPITAL CORP
CCL CONTAINER (HARRISONBURG) INC.,2,CCL CONTAINER HARRISONBURG INC
CCL CONTAINER (SWEDESBORO) INC.,4,CCL CONTAINER SWEDESBORO INC
"CCL PLASTIC (PLATTSBURGH), INC.",3,CCL PLASTIC PLATTSBURGH INC
"CCO FIBERLINK, LLC",692,CCO FIBERLINK LLC
"CCO HOLDCO TRANSFERS VII, LLC",692,CCO HOLDCO TRANSFERS VII LLC
"CCO LP, LLC",692,CCO LP LLC
"CCO NR HOLDINGS, LLC",692,CCO NR HOLDINGS LLC
"CCO PURCHASING, LLC",692,CCO PURCHASING LLC
"CCO SOCAL I, LLC",692,CCO SOCAL I LLC
"CCO SOCAL II, LLC",692,CCO SOCAL II LLC
"CCO SOCAL VEHICLES, LLC",692,CCO SOCAL VEHICLES LLC
"CCO TRANSFERS, LLC",692,CCO TRANSFERS LLC
CCP COMPOSITES US LLC,18,CCP COMPOSITES US LLC
CCP NEWCO LLC,10,CCP NEWCO LLC
CDA INTERCORP LLC,303,CDA INTERCORP LLC
"CDC IV, LLC",6,CDC IV LLC
"CDK GLOBAL, LLC",33,CDK GLOBAL LLC
"CDK GLOBAL, LLC (F/K/A ADP DEALER SERVICES, INC.)",22,CDK GLOBAL LLC F K A ADP DEALER SERVICES INC
"CDMS MANAGEMENT, LLC",32,CDMS MANAGEMENT LLC
"CDS - NEVADA, INC.",3,CDS - NEVADA INC
"CDS TECHNOLOGIES, INC.",1,CDS TECHNOLOGIES INC
"CDS-NEVADA, INC.",6,CDS-NEVADA INC
CDT INTERNATIONAL HOLDINGS INC.,24,CDT INTERNATIONAL HOLDINGS INC
"CDT NEVADA, INC.",36,CDT NEVADA INC
"CE HUNTSVILLE, LLC",4,CE HUNTSVILLE LLC
CE SOIR LINGERIE CO.,1,CE SOIR LINGERIE CO
