original_name,frequency,normalized_name
GLENFED CAPITAL CORP.,15,GLENFED CAPITAL CORP
GLENFED FINANCIAL CORPORATION A CORP OF CA.,15,GLENFED FINANCIAL CORPORATIONA CORP OF CA
"GOLDMAN SACHS LENDING PARTNERS LLC, AS AGENT",15,GOLDMAN SACHS LENDING PARTNERS LLC
"GOLDMAN SACHS LENDING PARTNERS, LLC",15,GOLDMAN SACHS LENDING PARTNERS LLC
"HALIFAX FUND, L.P. AS COLLATERAL AGENT",15,HALIFAX FUND LP
"HELLER FINANCIAL, INC., AS COLLATERAL AGENT",15,HELLER FINANCIAL INC
"HILL, J. DONALD",15,HILL J DONALD
"HOOPP PSG INC., AS COLLATERAL AGENT",15,HOOPP PSG INC
HSBC INVESTMENT BANK PLC,15,HSBC INVESTMENT BANK PLC
JACKSON NAT'L LIFE INSURANCE COMPANY,15,JACKSON NAT L LIFE INSURANCE CO
JAMES MAGOS,15,JAMES MAGOS
"JEFFERIES BABSON FINANCE LLC, AS ADMINISTRATIVE AGENT",15,JEFFERIES BABSON FINANCE LLC
"JOSEPH J. GAYNOR, JR.",15,JOSEPH J GAYNOR JR
JUDITH GLASER,15,JUDITH GLASER
KREOS CAPITAL V (UK) LIMITED,15,KREOS CAPITAL V UK LTD
LANZA TECHVENTURE AS COLLETERAL AGENT,15,LANZA TECHVENTURE AS COLLETERAL AGENT
LB I GROUP INC.,15,LB I GROUP INC
LOUIS LEEBURG,15,LOUIS LEEBURG
MADELEINE L.L.C. (NEW YORK LIMITED LIABILITY COMPANY),15,MADELEINE LLC NEW YORK LTD LIABILITY CO
MARK GRINBAUM,15,MARK GRINBAUM
MASSACHUSETTS CAPITAL RESOURCE COMPANY,15,MASSACHUSETTS CAPITAL RESOURCE CO
MCG FINANCE CORPORATION,15,MCG FINANCE CORP
"MELLON BANK, N.A. AS AGENT FOR THE BANKS",15,MELLON BANK NA FOR THE BANKS
"MELLON BANK, N.A. AS AGENTS FOR THE BANKS.",15,MELLON BANK NA S FOR THE BANKS
"MERIDIAN BANK, A PA BANKING CORP.",15,MERIDIAN BANK A PA BANKING CORP
MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC.,15,MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC
MIDDLESEX SAVINGS BANK,15,MIDDLESEX SAVINGS BANK
"MNC CREDIT CORP., 502 WASHINGTON AVE., STE. 700, TOWSON, MD",15,MNC CREDIT CORP 502 WASHINGTONAVE STE 700 TOWSON MD
MOE HOUDIAGUI,15,MOE HOUDIAGUI
"MONROE CAPITAL MANAGEMENT ADVISORS, LLC",15,MONROE CAPITAL MANAGEMENT ADVISORS LLC
"MORGAN GUARANTY TRUST COMPANY OF NEW YORK, AS ADMINISTRATIVE AGENT",15,MORGAN GUARANTY TRUST CO OF NEW YORK
"MWV PINNACLE CAPTIAL FUND, L.P.",15,MWV PINNACLE CAPTIAL FUND LP
NATIONAL CITY BANK (A NATIONAL BANKING ASSOCIATION),15,NATIONAL CITY BANK A NATIONAL BANKING ASSOCIATION
NATIONAL CITY BANK OF PENNSYLVANIA SUCCESSOR IN INTEREST TO INTEGRA BANK,15,NATIONAL CITY BANK OF PENNSYLVANIA SUCCESSOR IN INTEREST TO INTEGRA BANK
NOEL D. ISCHY,15,NOEL D ISCHY
"NUVELO, INC.",15,NUVELO INC
"PARADISE IV, INV.",15,PARADISE IV INV
"PARAMOUNT CAPITAL, INC.",15,PARAMOUNT CAPITAL INC
"PLYMOUTH DEWITT, INC.",15,PLYMOUTH DEWITT INC
RICHARD H. STRAETER,15,RICHARD H STRAETER
ROBERT RIPP,15,ROBERT RIPP
ROVI SOLUTIONS CORPORATION,15,ROVI SOLUTIONS CORP
RUNWAY GROWTH CREDIT FUND INC.,15,RUNWAY GROWTH CREDIT FUND INC
SANWA BUSINESS CREDIT CORPORATION,15,SANWA BUSINESS CREDIT CORP
"SCHLUMBERGER RESOURCE MANAGEMENT SERVICES, INC.",15,SCHLUMBERGER RESOURCE MANAGEMENT SERVICES INC
SHADOW CAPITAL LLC,15,SHADOW CAPITAL LLC
"SILICON VALLEY BANK, AS AGENT AND AS A LENDER",15,SILICON VALLEY BANK & AS A LENDER
"SILICON VALLEY BANK, AS SERVICING AGENT",15,SILICON VALLEY BANK
SIMTEK CORPORATION,15,SIMTEK CORP
"SMH HOLDCO, LLC",15,SMH HOLDCO LLC
"SOCIETE GENERALE, AS AGENT",15,SOCIETE GENERALE
SOLECTRON CORPORATION,15,SOLECTRON CORP
SOLUTIA AUSTRIA GMBH,15,SOLUTIA AUSTRIA GMBH
SPEROS DEDES,15,SPEROS DEDES
"STERLING JA, L.C.",15,STERLING JA L C
STEVEN R. J. CYNTHIA H. BRUECK REVOCABLE TRUST UTA DATED 3/14/1991,15,STEVEN R J CYNTHIA H BRUECK REVOCABLE TRUST UTA DATED 3 14 1991
"TANG CAPITAL PARTNERS, L.P.",15,TANG CAPITAL PARTNERS LP
"TELEDYNE INDUSTRIES, INC., A CORPORATION OF CALIFORNIA",15,TELEDYNE INDUSTRIES INC A CORP OF CALIFORNIA
TERRY BRENNEMAN,15,TERRY BRENNEMAN
THE BART MARCY TRUST,15,BART MARCY TRUST
THOMAS F. O'NEILL,15,THOMAS F O NEILL
"VENTURE BANKING GROUP, A DIVISION OF CUPERTINO A NATIONAL BANK & TRUST",15,VENTURE BANKING GROUP A DIVISION OF CUPERTINO A NATIONAL BANK & TRUST
WACHOVIA CAPITAL FINANCE CORPORATION,15,WACHOVIA CAPITAL FINANCE CORP
"WELLS FARGO FOOTHILL, LLC, AS ADMINISTRATIVE AGENT",15,WELLS FARGO FOOTHILL LLC
"WHITE OAK HEALTHCARE FINANCE, LLC, AS ADMINISTRATIVE AGENT",15,WHITE OAK HEALTHCARE FINANCE LLC
"ABACUS FINANCE GROUP, LLC",14,ABACUS FINANCE GROUP LLC
ABLECO FINANCE LLC AS AGENT,14,ABLECO FINANCE LLC
"ADVANCED LIGHTING TECHNOLOGIES, INC.",14,ADVANCED LIGHTING TECHNOLOGIES INC
"ARK CLO 2000-1, LIMITED",14,ARK CLO 2000-1 LTD
BANCAMERICA COMMERCIAL CORPORATION,14,BANCAMERICA COMMERCIAL CORP
BANCBOSTON INVESTMENTS INC.,14,BANCBOSTON INVESTMENTS INC
"BANK ONE, TEXAS, N.A.",14,BANK ONE TEXAS NA
"BANKERS TRUST COMPANY, A NY BANKING CORP.",14,BANKERS TRUST CO A NY BANKING CORP
BAY CITY CAPITAL LLC,14,BAY CITY CAPITAL LLC
BNY ASSET SOLUTIONS LLC,14,BNY ASSET SOLUTIONS LLC
"BORGWARNER INC., AS ADMINISTRATIVE AGENT",14,BORGWARNER INC
"BRADLEY RESOURCES COMPANY, A NEW YORK GENERAL PARTNERSHIP",14,BRADLEY RESOURCES CO A NEW YORK GENERAL PARTNERSHIP
BRISBEN WATER SOLOUTIONS LLC,14,BRISBEN WATER SOLOUTIONS LLC
BROWN RUDNICK LLP,14,BROWN RUDNICK LLP
CALLIDUS CAPITAL CORPORATION,14,CALLIDUS CAPITAL CORP
"CANAAN VII L.P., AS ADMINISTRATIVE AGENT",14,CANAAN VII LP
"CAPITAL CONTROLS, CO., INC.",14,CAPITAL CONTROLS CO INC
CHEMICAL BANK (AS COLLATERAL AGENT),14,CHEMICAL BANK
"CHURCHILL CAPITAL PARTNERS III, L.P.",14,CHURCHILL CAPITAL PARTNERS III LP
"CIT GROUP/COMMERCIAL SERVICES INC., THE",14,CIT GROUP COMMERCIAL SERVICES INC
COLGATE-PALMOLIVE COMPANY,14,COLGATE-PALMOLIVE CO
"CONGRESS FINANCIAL CORPORATION, 1133 AVENUE OF THE AMERICAS, NEW YORK, NY 10036, A CORP. OF CA",14,CONGRESS FINANCIAL CORP 1133 AVENUE OF THE AMERICAS NEW YORK NY 10036 A CORP OF CA
CONNECTICUT NATIONAL BANK,14,CONNECTICUT NATIONAL BANK
"CREDIT LYONNAIS NEW YORK BRANCH, AS AGENT FOR THE BENEFIT OF CERTAIN LENDERS AND BANKS",14,CREDIT LYONNAIS NEW YORK BRANCH FOR THE BENEFIT OF CERTAIN LENDERS & BANKS
CROCKER NATIONAL BANK,14,CROCKER NATIONAL BANK
DOUGLAS ACQUISITIONS LLC,14,DOUGLAS ACQUISITIONS LLC
"DOW CHEMICAL COMPANY, THE",14,DOW CHEMICAL CO
DRESDNER BANK AKTIENGESELLSCHAFT IN FRANKFURT AM MAIN,14,DRESDNER BANK AG IN FRANKFURT AM MAIN
ECLIPSE BUSINESS CAPITAL LLC,14,ECLIPSE BUSINESS CAPITAL LLC
ENCORE MEDICAL CORPORATION,14,ENCORE MEDICAL CORP
"EVENING POST GROUP, LLC",14,EVENING POST GROUP LLC
"FAMILY BANK, FSB",14,FAMILY BANK FSB
"FIFTH STREET FINANCE CORP., AS COLLATERAL AGENT",14,FIFTH STREET FINANCE CORP
FIRST BOSTON SECURITIES CORPORATION,14,FIRST BOSTON SECURITIES CORP
"FIRST INTERSTATE BANK OF OKLAHOMA, N.A.",14,FIRST INTERSTATE BANK OF OKLAHOMA NA
"FIRST NATIONAL BANK OF BOSTON THE, (FNBB)",14,FIRST NATIONAL BANK OF BOSTON THE FNBB
GENERAL ELECTRIC CAPITAL CORPORATION AS ADMINISTRATIVE AGENT,14,GENERAL ELECTRIC CAPITAL CORPORATIONAS ADMINISTRATIVE AGENT
GENERAL ELECTRIC CAPITAL CORPORATION AS AGENT FOR LENDERS,14,GENERAL ELECTRIC CAPITAL CORPORATIONAS AGENT FOR LENDERS
"GENERAL ELECTRIC CAPITAL CORPORATION, AS REVOLVING COLLATERAL AGENT FOR THE REVOLVING LENDERS AND AS TERM LOAN COLLATERAL AGENT",14,GENERAL ELECTRIC CAPITAL CORP AS REVOLVING COLLATERAL AGENT FOR THE REVOLVING LENDERS & AS TERM LOAN COLLATERAL AGENT
"GENRAD, INC., A MA CORP.",14,GENRAD INC A MA CORP
HSBC BANK PLC,14,HSBC BANK PLC
IGNITE ORTHOPEDICS,14,IGNITE ORTHOPEDICS
ING BANK N.V.,14,ING BANK NV
ISOLA USA CORP.,14,ISOLA USA CORP
"IV-IP, LLC",14,IV-IP LLC
"LANZA TECHVENTURE, COLLATERAL AGENT",14,LANZA TECHVENTURE COLLATERAL AGENT
MACQUIRE CAPITAL FUNDING LLC,14,MACQUIRE CAPITAL FUNDING LLC
MARQUETTE CAPITAL BANK,14,MARQUETTE CAPITAL BANK
"MERRILL LYNCH PCG, INC.",14,MERRILL LYNCH PCG INC
MICROSOFT CORPORATION,14,MICROSOFT CORP
"MIZUHO CORPORATE BANK, LTD.",14,MIZUHO CORPORATE BANK LTD
"MORGAN, HOWARD",14,MORGAN HOWARD
NIKON VENTURES CORPORATION,14,NIKON VENTURES CORP
"PANOLAM INDUSTRIES INTERNATIONAL, INC.",14,PANOLAM INDUSTRIES INTERNATIONAL INC
"RBS BUSINESS CAPITAL, A DIVISION OF RBS ASSET FINANCE, INC., AS AGENT",14,RBS BUSINESS CAPITAL A DIVISION OF RBS ASSET FINANCE INC
"REGIONS BANK, AS COLLATERAL AGENT",14,REGIONS BANK
"RKB HYDROTECH PROFESSIONAL, LLC",14,RKB HYDROTECH PROFESSIONAL LLC
"ROYAL BANK OF SCOTLAND PLC, FRANKFURT BRANCH, AS ADMINISTRATIVE AGENT, THE",14,ROYAL BANK OF SCOTLAND PLC FRANKFURT BRANCH
"SECURITY PACIFIC NATIONAL BANK, AS AGENT",14,SECURITY PACIFIC NATIONAL BANK
SILICON GRAPHICS INC,14,SILICON GRAPHICS INC
SITO MOBILE LTD.,14,SITO MOBILE LTD
"STANDARD CHARTERED BANK, A BODY CORP. OF ENGLAND",14,STANDARD CHARTERED BANK A BODY CORP OF ENGLAND
"STANDARD CHARTERED BANK, AS ADMINISTRATIVE AGENT",14,STANDARD CHARTERED BANK
"SUN, RICHARD A.",14,SUN RICHARD A
TALISMAN CAPITAL TALON FUND LTD.,14,TALISMAN CAPITAL TALON FUND LTD
TAR SITO LENDCO LLC,14,TAR SITO LENDCO LLC
THE FROST NATIONAL BANK,14,FROST NATIONAL BANK
"THE KLONOFF COMPANY, INC.",14,KLONOFF CO INC
"THE PRUDENTIAL INSURANCE COMPANY OF AMERICA, AS COLLATERAL AGENT",14,PRUDENTIAL INSURANCE CO OF AMERICA
"THE RENCO GROUP, INC.",14,RENCO GROUP INC
TPG-AXON ROYALTY TRUST,14,TPG-AXON ROYALTY TRUST
TRANSAMERICA BUSINESS CAPITAL CORPORATION,14,TRANSAMERICA BUSINESS CAPITAL CORP
"TRANSAMERICA BUSINESS CAPITAL CORPORATION, AS AGENT",14,TRANSAMERICA BUSINESS CAPITAL CORP
"TRUST COMPANY OF NEW YORK, UNITED STATES",14,TRUST CO OF NEW YORK US
"TWIN BROOK CAPITAL PARTNERS, LLC, AS ADMINISTRATIVE AGENT",14,TWIN BROOK CAPITAL PARTNERS LLC
"U.S. BANK NATIONAL ASSOCIATION, AS TRUSTEE AND COLLATERAL AGENT",14,US BANK NA & COLLATERAL AGENT
"U.S. NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",14,US NA
"UGS AG, STAMFORD BRANCH, AS COLLATERAL AGENT",14,UGS AG STAMFORD BRANCH
VERICHIP CORPORATION,14,VERICHIP CORP
WESRAY CAPITAL CORPORATION,14,WESRAY CAPITAL CORP
3I CORPORATION,13,3I CORP
"3I, L.P.",13,3I LP
"ABN AMRO BANK, N.V. AS AGENT",13,ABNAMRO BANK NV
"ALLIANCE FUND II ONEROOF LENDER, LLC",13,ALLIANCE FUND II ONEROOF LENDER LLC
ALLSTATE INSURANCE COMPANY,13,ALLSTATE INSURANCE CO
"AMERICAN CAPITAL STRATEGIES, LTD.",13,AMERICAN CAPITAL STRATEGIES LTD
"BANK OF AMERICA ILLINOIS, AS AGENT",13,BANK OF AMERICA ILLINOIS
"BANK OF AMERICA TEXAS, N.A.",13,BANK OF AMERICA TEXAS NA
"BANK OF AMERICA, N.A., AS AGENT FOR THE LENDERS",13,BANK OF AMERICA NA FOR THE LENDERS
"BANK OF AMERICA, N.A., AS THE COLLATERAL AGENT",13,BANK OF AMERICA NA
"BANK ONE, INDIANAPOLIS, NA",13,BANK ONE INDIANAPOLIS NA
"BELL, CHRISTY W., ( BELL )",13,BELL CHRISTY W BELL
"BRADLEY RESOURCES COMPANY (""BRADLEY""), A NEW YORK GENERAL PARTNERSHIP",13,BRADLEY RESOURCES CO BRADLEY A NEW YORK GENERAL PARTNERSHIP
"CITICORP INDUSTRIAL CREDIT, INC.,",13,CITICORP INDUSTRIAL CREDIT INC
"CITICORP NORTH AMERICA, INC., AS COLLATERAL AGENT FOR THE SECURED CREDITORS UNDER THE TERM CREDIT AGREEMENT",13,CITICORP NORTH AMERICA INC FOR THE SECURED CREDITORS UNDER THE TERM CREDIT AGREEMENT
"CONNECTICUT BANK AND TRUST COMPANY, THE",13,CONNECTICUT BANK & TRUST CO
CONTINENTAL STOCK TRANSFER AND TRUST COMPANY,13,CONTINENTAL STOCK TRANSFER & TRUST CO
"CORNELL CAPITAL PARTNERS, L.P.",13,CORNELL CAPITAL PARTNERS LP
"CORTLAND PRODUCTS CORP., AS SUCCESSOR AGENT",13,CORTLAND PRODUCTS CORP
CREDIT SUISSE MANAGEMENT LLC,13,CREDIT SUISSE MANAGEMENT LLC
CRG SERVICING LLC,13,CRG SERVICING LLC
CURRENT VENTURES II LIMITED,13,CURRENT VENTURES II LTD
DELAWARE TRUST COMPANY,13,DELAWARE TRUST CO
"DEUTSCHE BANK TRUST COMPANY AMERICAS, (F/K/A BANKERS TRUST COMPANY), AS AGENT",13,DEUTSCHE BANK TRUST CO AMERICAS F K A BANKERS TRUST CO
"DEUTSCHE BANK TRUST COMPANY AMERICAS, AS TERM COLLATERAL AGENT",13,DEUTSCHE BANK TRUST CO AMERICAS
ECP II INTERFUND L.P.,13,ECP II INTERFUND LP
ENERTECH CAPITAL PARTNERS II L.P.,13,ENERTECH CAPITAL PARTNERS II LP
"EPSTEIN, ROBERT",13,EPSTEIN ROBERT
"FIRST NATIONAL BANK OF BOSTON, THE (AS AGENT)",13,FIRST NATIONAL BANK OF BOSTON
"FIRSTAR BANK MISSOURI, N.A.",13,FIRSTAR BANK MISSOURI NA
"FLEET NATIONAL BANK, AS AGENT FOR ITSELF AND THE OTHER LENDERS",13,FLEET NATIONAL BANK FOR ITSELF & THE OTHER LENDERS
FLEET PRECIOUS METALS INC.,13,FLEET PRECIOUS METALS INC
GENERAL ELECTRIC CAPITAL CORP.,13,GENERAL ELECTRIC CAPITAL CORP
"GILO VENTURES IL, L.P.",13,GILO VENTURES IL LP
GLENN PATENT GROUP,13,GLENN PATENT GROUP
"GLENN, PAUL F., ( GLENN )",13,GLENN PAUL F GLENN
"GLOBAL EQUITY FUNDING, LLC",13,GLOBAL EQUITY FUNDING LLC
HOMEFED BANK,13,HOMEFED BANK
"J. HENRY SCHRODER BANK & TRUST COMPANY, A NEW YORK BANKING INSTITUTION AS TRUSTEE",13,J HENRY SCHRODER BANK & TRUST CO A NEW YORK BANKING INSTITUTIONAS TRUSTEE
"JEFFERIES FINANCE LLC, AS FIRST LIEN COLLATERAL AGENT",13,JEFFERIES FINANCE LLC
"JEFFERIES FINANCE LLC, AS SECOND LIEN COLLATERAL AGENT",13,JEFFERIES FINANCE LLC
"JOHN EVANS, AS SELLER REPRESENTATIVE",13,JOHN EVANS AS SELLER REPRESENTATIVE
"JP MORGAN CHASE BANK, AS ADMINISTRATIVE AGENT",13,JP MORGAN CHASE BANK
KREOS CAPITAL VI (EXPERT FUND) L.P.,13,KREOS CAPITAL VI EXPERT FUND LP
"LASALLE BUSINES CREDIT, LLC",13,LASALLE BUSINES CREDIT LLC
"M&F TTP HOLDINGS LLC, AS COLLATERAL AGENT",13,M & F TTP HOLDINGS LLC
MADELEINE L.L.C.,13,MADELEINE LLC
MORGAN GUARANTY TRUST COMPANY AS COLLATERAL AGENT FOR BENEFIT OF THE SECURED PARTIES (INCLUDING THE FAMILY PARTICIPATING LENDERS),13,MORGAN GUARANTY TRUST CO FOR BENEFIT OF THE SECURED PARTIES INCLUDING THE FAMILY PARTICIPATING LENDERS
"MORGAN GUARANTY TRUST COMPANY OF NEW YORK, AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT",13,MORGAN GUARANTY TRUST CO OF NEW YORK & COLLATERAL AGENT
NATIONAL CITY BANK OF COLUMBUS,13,NATIONAL CITY BANK OF COLUMBUS
"NATIONAL CITY BANK, KENTUCKY",13,NATIONAL CITY BANK KENTUCKY
NEWALLIANCE BANK,13,NEWALLIANCE BANK
"OAKTREE FUND ADMINISTRATION, LLC, AS ADMINISTRATIVE AGENT",13,OAKTREE FUND ADMINISTRATION LLC
"PAUL ROYALTY FUND, L.P.",13,PAUL ROYALTY FUND LP
"PHRONESIS PARTNERS, L.P.",13,PHRONESIS PARTNERS LP
PRICEWATERHOUSECOOPERS LLP,13,PRICEWATERHOUSECOOPERS LLP
"REGIONS BANK, AS ADMINISTRATIVE AGENT",13,REGIONS BANK
"ROBERTS, KENNEY",13,ROBERTS KENNEY
ROCHE FINANCE LTD,13,ROCHE FINANCE LTD
SCHERING AKTIENGESELLSCHAFT,13,SCHERING AG
SEATTLE-FIRST NATIONAL BANK,13,SEATTLE-FIRST NATIONAL BANK
"SECURITY PACIFIC NATIONAL BANK, A NATIONAL BANKING ASSOCIATION",13,SECURITY PACIFIC NATIONAL BANK A NATIONAL BANKING ASSOCIATION
SEQUEL EURO LIMITED PARTNERSHIP,13,SEQUEL EURO LTD PARTNERSHIP
SEQUEL LIMITED PARTNERSHIP I,13,SEQUEL LTD PARTNERSHIP I
"SIEVERS, GEORGE R., AS INDIVIDUAL TRUSTEE",13,SIEVERS GEORGE R AS INDIVIDUAL TRUSTEE
SOCKET MOBILE INC.,13,SOCKET MOBILE INC
"SOUTHSTATE BANK, N.A.",13,SOUTHSTATE BANK NA
"SQN VENTURE INCOME FUND II, LP",13,SQN VENTURE INCOME FUND II LP
TACAN CORPORATION,13,TACAN CORP
TCO FUNDING CORP.,13,TCO FUNDING CORP
"TEXAS COMMERCE BANK, NATIONAL ASSOCIATION",13,TEXAS COMMERCE BANK NA
"TI VENTURES III, L.P.",13,TI VENTURES III LP
"UBS AG, STAMFORD BRANCH, AS ADMINISTRATIVE AGENT",13,UBS AG STAMFORD BRANCH
"UBS AG, STAMFORD BRANCH, AS US COLLATERAL AGENT",13,UBS AG STAMFORD BRANCH
"ULTRATECH STEPPER EAST, INC.",13,ULTRATECH STEPPER EAST INC
"VANASKY, DAVID A.",13,VANASKY DAVID A
"VENTURE LENDING, A DIVISION OF CUPERTINO NATIONAL BANK & TRUST",13,VENTURE LENDING A DIVISION OF CUPERTINO NATIONAL BANK & TRUST
"VICTORY PARK MANAGEMENT, LLC, AS COLLATERAL AGENT",13,VICTORY PARK MANAGEMENT LLC
WEXFORD MANAGEMENT LLC,13,WEXFORD MANAGEMENT LLC
"WHITEHORSE CAPITAL MANAGEMENT, LLC",13,WHITEHORSE CAPITAL MANAGEMENT LLC
XYRATEX TECHNOLOGY LIMITED,13,XYRATEX TECHNOLOGY LTD
"ADVANCED TECHNICAL PRODUCTS, INC.",12,ADVANCED TECHNICAL PRODUCTS INC
ALLEN FAMILY TRUST DATED 10/12/81,12,ALLEN FAMILY TRUST DATED 10 12 81
"AMB GROUP, LLC",12,AMB GROUP LLC
"APPLIED PHOTONIC DEVICES, INC.",12,APPLIED PHOTONIC DEVICES INC
"AYER CAPITAL PARTNERS KESTREL FUND, L.P.",12,AYER CAPITAL PARTNERS KESTREL FUND LP
"AYER CAPITAL PARTNERS MASTER FUND, L.P.",12,AYER CAPITAL PARTNERS MASTER FUND LP
"B.F. GOODRICH COMPANY, THE",12,B F GOODRICH CO
"BANK OF AMERICA, N.A., AS SECURITY AGENT",12,BANK OF AMERICA NA AS SECURITY AGENT
"BANK OF MONTREAL, AS THE SUCCESSOR COLLATERAL AGENT",12,BANK OF MONTREAL AS THE SUCCESSOR COLLATERAL AGENT
"BANK ONE, KENTUCKY, NA",12,BANK ONE KENTUCKY NA
"BANKERS TRUST COMPANY, COLLATERAL AGENT",12,BANKERS TRUST CO COLLATERAL AGENT
"BARINGS FINANCE LLC, AS ADMINISTRATIVE AGENT",12,BARINGS FINANCE LLC
"BAXTER INTERNATIONAL, INC.",12,BAXTER INTERNATIONAL INC
BEAUTYGE I,12,BEAUTYGE I
"BIOLEX THERAPEUTICS, INC.",12,BIOLEX THERAPEUTICS INC
BNP,12,BNP
"BSP AGENCY, LLC",12,BSP AGENCY LLC
"CARR, KENNETH L.",12,CARR KENNETH L
"CENTURA BANK, INC.",12,CENTURA BANK INC
"CEPHALON, INC.",12,CEPHALON INC
"CHASE MANHATTAN BANK, N.A., THE, AS AGENT FOR THE BANKS",12,CHASE MANHATTAN BANK NA THE FOR THE BANKS
"CIT GROUP,THE/CREDIT FINANCE, INC",12,CIT GROUP THE CREDIT FINANCE INC
"CITIZENS BANK, N.A. AS ADMINISTRATIVE AGENT",12,CITIZENS BANK NA
"COMMERZBANK AKTIENGESELLSCHAFT, FILIALE LUXEMBURG",12,COMMERZBANK AG FILIALE LUXEMBURG
"CONGRESS FINANCIAL CORPORATION, A CA CORP.",12,CONGRESS FINANCIAL CORP A CA CORP
"COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B.A., ""RABOBANK NEDERLAND"", NEW YORK BRANCH",12,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK BRANCH
"CRAGG, ANDREW H.",12,CRAGG ANDREW H
"CREDIT SUISSE FIST BOSTON, AS ADMINISTRATIVE AGENT",12,CREDIT SUISSE FIST BOSTON
"CREDIT SUISSE, CAYMAN ISLANDS BRANCH, AS FIRST LIEN COLLATERAL AGENT",12,CREDIT SUISSE CAYMAN ISLANDS BRANCH
"CREDIT SUISSE, CAYMAN ISLANDS BRANCH, AS SECOND LIEN COLLATERAL AGENT",12,CREDIT SUISSE CAYMAN ISLANDS BRANCH
"DEPERRIOR, STEVEN",12,DEPERRIOR STEVEN
DEUTSCH BANK NATIONAL TRUST COMPANY; GLOBAL TRANSACTION BANKING,12,DEUTSCH BANK NATIONAL TRUST CO GLOBAL TRANSACTION BANKING
"DEUTSCHE BANK AG NEW YORK BRANCH, AS ABL AGENT",12,DEUTSCHE BANK AG NEW YORK BRANCH AS ABL AGENT
"DEUTSCHE BANK TRUST COMPANY AMERICAS, AS SECURITY AGENT",12,DEUTSCHE BANK TRUST CO AMERICAS AS SECURITY AGENT
"DFJ ELEMENT, L.P., AS AGENT",12,DFJ ELEMENT LP
"DFT2 FINANCE, LLC",12,DFT2 FINANCE LLC
"DOUGLAS, KEVIN",12,DOUGLAS KEVIN
"EASTWARD FUND MANAGEMENT, LLC",12,EASTWARD FUND MANAGEMENT LLC
ESSEX P.B. & R. CORP.,12,ESSEX P B & R CORP
"FEUCHTER, BRUCE",12,FEUCHTER BRUCE
"FIFTH STREET MEZZANINE PARTNERS III, L.P.",12,FIFTH STREET MEZZANINE PARTNERS III LP
"FIRST NATIONAL BANK OF CHIGAGO, THE, AS ADMINISTRATIVE AGENT, THE",12,FIRST NATIONAL BANK OF CHIGAGO THE
FIRST UNION NATIONAL BANK OF SOUTH CAROLINA,12,FIRST UNION NATIONAL BANK OF SOUTH CAROLINA
"FLEET BANK, ADMINISTRATIVE AGENT",12,FLEET BANK ADMINISTRATIVE AGENT
"FS INVESTMENT CORPORATION, AS ADMINISTRATIVE AGENT",12,FS INVESTMENT CORP
GENERAL ELECTRIC CAPITAL,12,GENERAL ELECTRIC CAPITAL
"GOLDMAN SACHS INVESTMENT PARTNERS MASTER FUND, L.P.",12,GOLDMAN SACHS INVESTMENT PARTNERS MASTER FUND LP
GOLDMAN SACHS USA BANK,12,GOLDMAN SACHS USA BANK
"GOLUB CAPITAL MARKETS LLC, AS COLLARTERAL AGENT",12,GOLUB CAPITAL MARKETS LLC AS COLLARTERAL AGENT
"HARTZLER, GEOFFREY O.",12,HARTZLER GEOFFREY O
"HBM HEALTHCARE INVESTMENTS (CAYMAN) LTD., AS COLLATERAL AGENT",12,HBM HEALTHCARE INVESTMENTS CAYMAN LTD
HUDSON BAY MASTER FUND LTD,12,HUDSON BAY MASTER FUND LTD
"HUDSON BAY MASTER FUND LTD., AS COLLATERAL AGENT",12,HUDSON BAY MASTER FUND LTD
IDEARC MEDIA CORP.,12,IDEARC MEDIA CORP
"IMAGE INVESTOR PORFOLIO, A SEPARATE SERIES OF MEMPHIS ANGELS, LLC, A DELAWARE LIMITED LIABILITY COMPANY",12,IMAGE INVESTOR PORFOLIO A SEPARATE SERIES OF MEMPHIS ANGELS LLC A DELAWARE LTD LIABILITY CO
"ITT COMMERCIAL FINANCE CORP., A CORP. OF NV",12,ITT COMMERCIAL FINANCE CORP A CORP OF NV
"J. HENRY SCHRODER BANK & TRUST COMPANY, A NY BANKING INSTITUTION (TRUSTEE)",12,J HENRY SCHRODER BANK & TRUST CO A NY BANKING INSTITUTION TRUSTEE
JASON INCORPORATED,12,JASON INC
JOHN HANCOCK MUTUAL LIFE INSURANCE COMPANY,12,JOHN HANCOCK MUTUAL LIFE INSURANCE CO
JOHNSON & JOHNSON DEVELOPMENT CORPORATION,12,JOHNSON & JOHNSON DEVELOPMENT CORP
"JP MORGAN CHASE BANK, N.A. AS COLLATERAL AGENT",12,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK N.A., AS AGENT",12,JP MORGAN CHASE BANK NA
KENNEDY LEWIS INVESTMENT MANAGEMENT LLC,12,KENNEDY LEWIS INVESTMENT MANAGEMENT LLC
