ee_name,freq,entity_id,standard_name
IKOFIN LTD.,1,financial_4310,IKOFIN LTD
IMMY FUNDING LLC,1,financial_4319,IMMY FUNDING LLC
"IMPERIAL BANK, A CALIFORNIA BANKING CORPORATION",1,financial_118,IMPERIAL BANK
IMPERIAL SUGAR COMPANY,1,financial_4321,IMPERIAL SUGAR CO
INEOS USA LLC,1,financial_4331,INEOS USA LLC
"INFLECTION POINT VENTURES II, L.P.",1,financial_4336,INFLECTION POINT VENTURES II LP
"INFOWAVE SOFTWARE, INC.",1,financial_4337,INFOWAVE SOFTWARE INC
INNOVEX ACQUISITION CORP.,1,financial_4347,INNOVEX ACQUISITION CORP
"INSTITUTIONAL VENTURE MANAGEMENT VI, AS COLLATERAL AGENT",1,financial_578,INSTITUTIONAL VENTURE PARTNERS VII
INSWEB CORPORATION,1,financial_4352,INSWEB CORP
"INTELLIGENT MACHINE CONCEPTS, L.L.C.",1,financial_4358,INTELLIGENT MACHINE CONCEPTS LLC
INTELLIGENT MEDICINE INC.,1,financial_4359,INTELLIGENT MEDICINE INC
"INTERFIRST BANK DALLAS, N.A., 1401 ELM ST., DALLAS, TX. 75201",1,financial_582,INTERFIRST BANK DALLAS NA
INTERNAL REVENUE SERVICE,1,financial_4365,INTERNAL REVENUE SERVICE
"INTERNATIONAL BRACHYTHERAPY, S.A.",1,financial_4366,INTERNATIONAL BRACHYTHERAPY SA
INTERNATIONAL BUSINESS MACHINES CORPORAITON,1,financial_182,INTERNATIONAL BUSINESS MACHINES CORP
INTERNATIONAL PAPER COMPANY,1,financial_4369,INTERNATIONAL PAPER CO
INTERNATIONAL RECTIFIER CORPORATION,1,financial_584,INTERNATIONAL RECTIFIER CORP
"INTERNEURON PHARMACEUTICALS, INC.",1,financial_4375,INTERNEURON PHARMACEUTICALS INC
"IPM, INC.",1,financial_4380,IPM INC
IPV LLC,1,financial_4382,IPV LLC
IROQUOIS CAPITAL LP,1,financial_4390,IROQUOIS CAPITAL OPPORTUNITY FUND
"ISHIKAWAJIMA-HARIMA HEAVY INDUSTRIES CO., LTD.",1,financial_4393,ISHIKAWAJIMA-HARIMA HEAVY INDUSTRIES CO LTD
"ISIS PHARMACEUTICALS, INC.",1,financial_4394,ISIS PHARMACEUTICALS INC
"ISRAEL DISCOUNT BANK OF NEW YORK, AS ADMINISTRATIVE AGENT",1,financial_4396,ISRAEL DISCOUNT BANK OF NEW YORK
"ITHACA INDUSTRIES, INC.",1,financial_4399,ITHACA INDUSTRIES INC
IVAX CORPORATION,1,financial_595,IVAX CORPORATIONA CORP OF FL
IVION CORPORATION,1,financial_5634,IVION CORP
J. HENRY SCHRODER BANK & TRUST COMPANY,1,financial_597,J HENRY SCHRODER BANK & A NEW YORK BANKING INSTITUTIONAS
"J. NICHOLAS GROSS, ATTORNEY AT LAW",1,financial_4407,J NICHOLAS GROSS ATTORNEY AT LAW
J. STEPHEN SCHMIDT,1,financial_4408,J STEPHEN SCHMIDT
"J.H. WHITNEY MEZZANINE FUND, L.P.",1,financial_4409,J H WHITNEY & CO
J.P. MORGAN CHASE BANK NATIONAL ASSOCIATION,1,financial_605,JP MORGAN CHASE BANK NA
"JABIL CIRCUIT, INC.",1,financial_4411,JABIL CIRCUIT INC
JACKSON NATIONAL LIFE INSURANCE CO.,1,financial_598,JACKSON NAT L LIFE INSURANCE CO
"JAMES TALCOTT, INC. , A NY CORP.",1,financial_4421,JAMES TALCOTT INC A NY CORP
"JAPAN INFORMATION PROCESSING SERVICE CO., LTD.",1,financial_4423,JAPAN INFORMATION PROCESSING SERVICE CO LTD
JAY WALKER,1,financial_4426,JAY WALKER
JEFFERIES FINANCE,1,financial_599,JEFFERIES FINANCE LLC
"JEFFERIES FINANCE LLC, AS AGENT",1,financial_599,JEFFERIES FINANCE LLC
"JEFFERIES FINANCE LLC, AS SUCCESSOR ADMINISTRATIVE AND COLLATERAL AGENT",1,financial_599,JEFFERIES FINANCE LLC
"JEMSA, LLC",1,financial_4432,JEMSA LLC
"JERUSALEM VENTURE PARTNERS ENTREPRENEURS FUND IV, L.P.",1,financial_602,JERUSALEM VENTURE PARTNERS IV
"JERUSALEM VENTURE PARTNERS IV (ISRAEL), L.P.",1,financial_602,JERUSALEM VENTURE PARTNERS IV
"JERUSALEM VENTURE PARTNERS IV, L.P.",1,financial_602,JERUSALEM VENTURE PARTNERS IV
"JERUSALEM VENTURE PARTNERS IV-A, L.P.",1,financial_602,JERUSALEM VENTURE PARTNERS IV
"JFAX.COM, INC.",1,financial_4437,JFAX COM INC
JOHN HANCOCK LIFE INSURACE COMPANY,1,financial_603,JOHN HANCOCK LIFE INSURANCE CO
JOHN JOSEPH GORMAN V TRUST,1,financial_4449,JOHN JOSEPH GORMAN V TRUST
"JOHN T. LIVECCHI, M.D.",1,financial_4450,JOHN T LIVECCHI M D
JOHNSTOWN AMERICA CORPORATION,1,financial_4456,JOHNSTOWNAMERICA CORP
JONES SODA CO.,1,financial_4458,JONES SODA CO
"JONES, PALMER S.",1,financial_4460,JONES PALMER S
"JORGENSON, GLEN",1,financial_4461,JORGENSON GLEN
"JP MORGAN CHASE BANK, AS COLLATERAL AGENT",1,financial_605,JP MORGAN CHASE BANK NA
"JP MORGAN CHASE BANK, C/O J.P. MORGAN BUSINESS CREDIT CORPORATION",1,financial_605,JP MORGAN CHASE BANK NA
"JPCA, INC.",1,financial_4466,JPCA INC
JPMORGAN CHASE BANK (F/K/A MORGAN GUARANTY TRUST COMPANY OF NEW YORK) AS COLLATERAL AGENT,1,financial_605,JP MORGAN CHASE BANK NA
JPMORGAN CHASE BANK AS ADMINISTRATIVE AGENT,1,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A. (SUCCESSOR TO BEAR STEARNS CORPORATE LENDING INC.), AS ADMINISTRATIVE AGENT",1,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT (FIRST LIEN)",1,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT FOR THE LENDERS AND FOR THE HOLDERS OF THE NOTES",1,financial_605,JP MORGAN CHASE BANK NA
JSP INTERNATIONAL LLC,1,financial_4473,JSP INTERNATIONAL LLC
"JSP SPECIALITY FOAMS, LLC",1,financial_606,JSP SPECIALTY FOAMS LLC
K.R. BRAITHWAITE,1,financial_4487,K R BRAITHWAITE
"K2M, INC.",1,financial_4489,K2M INC
KANGAROOS INTERNATIONAL LTD.,1,financial_4497,KANGAROOS INTERNATIONAL LTD
KANGAROOS U.S.A. INC.,1,financial_4498,KANGAROOS USA INC
"KAPLAN, ARNOLD",1,financial_4500,KAPLAN ARNOLD
"KARASK, SYDELLE",1,financial_4502,KARASK SYDELLE
"KARASYK, SUSAN AND KARASYK, PHILIP",1,financial_4503,KARASYK SUSANAND KARASYK PHILIP
KAYNE ANDERSON MEZZANINE PARTNERS (QP) LP,1,financial_5660,KAYNE ANDERSON MEZZANINE PARTNERS QP LP
"KAYNE SENIOR CREDIT III LOANCO, LLC",1,financial_607,KAYNE SENIOR CREDIT III LOANCO LLC
"KELLY, JAMES T.",1,financial_4513,KELLY JAMES T
"KELTIC FINANCIAL PARTNERS II, LP",1,financial_610,KELTIC FINANCIAL PARTNERS
KEYBANK NATIONAL CORPORATION,1,financial_613,KEYBANK NA
"KEYNOTE SYSTEMS, INC.",1,financial_4528,KEYNOTE SYSTEMS INC
"KINETIC VENTURES, LLC",1,financial_4538,KINETIC VENTURES LLC
KIT DIGITAL INC.,1,financial_4553,KIT DIGITAL INC
"KLEIN, YOLANDE VIRGINIA",1,financial_4556,KLEIN YOLANDE VIRGINIA
"KLEINER PERKINS CAUFIELD & BYERS V, L.P.",1,financial_618,KLEINER PERKINS CAUFIELD & BYERS IV
"KLEINER PERKINS CAULFIELD & BYERS V, L.P.",1,financial_618,KLEINER PERKINS CAUFIELD & BYERS IV
"KLINE HAWKES PACIFIC, L.P.",1,financial_619,KLINE HAWKES CALIFORNIA SBIC
"KLINE HAWKES PACIFIC, L.P., DESIGNEE",1,financial_619,KLINE HAWKES CALIFORNIA SBIC
"KNELLINGER, RICHARD M.",1,financial_4560,KNELLINGER RICHARD M
"KOHLER, GARY S.",1,financial_4568,KOHLER GARY S
"KOYAH LEVERAGE PARTNERS, L.P., A COLLATERAL AGENT",1,financial_623,KOYAH LEVERAGE PARTNERS
"KPCB HOLDINGS, INC., AS NOMINEE, C/O KLEINER PERKINS CAUFIELD & BYERS",1,financial_624,KPCB HOLDINGS NOMINEE
"KPS SPECIAL SITUATIONS FUND III (A), L.P.",1,financial_626,KPS SPECIAL SITUATIONS FUND II
KT VENTURE GROUP LLC,1,financial_628,KT VENTURE GROUP LLC
"L&H HOLDINGS USA, INC.",1,financial_4588,L & H HOLDINGS USA INC
LA QUERENCIA PARTNERS,1,financial_4592,LA QUERENCIA PARTNERS
"LAIN, DAN B.",1,financial_4597,LAIN DAN B
"LAN, DENNIS",1,financial_4605,LAN DENNIS
"LANCER OFFSHORE, INC.",1,financial_4606,LANCER OFFSHORE
LANCER PARTNERS L.P.,1,financial_4607,LANCER PARTNERS LP
"LANDRY, SETH",1,financial_4609,LANDRY SETH
"LANG, HARVEY",1,financial_4610,LANG HARVEY
LANGDALE FOREST PRODUCTS CO.,1,financial_4611,LANGDALE FOREST PRODUCTS CO
"LANPHER, GREGORY",1,financial_4612,LANPHER GREGORY
LAPEER DEVELOPMENT CORPORATION,1,financial_4614,LAPEER DEVELOPMENT CORP
"LARSON, BRUCE SEP IRA",1,financial_4616,LARSON BRUCE SEP IRA
"LASALLE BANK NATIONAL ASSOCIATES, AS AGENT",1,financial_636,LASALLE BANK NA
LASALLE BUSINESS CREDIT INC.,1,financial_637,LASALLE BUSINESS CREDIT
"LASALLE BUSINESS CREDIT, INC. (SUCCESSOR IN INTEREST TO STANCHART BUSINESS CREDIT, INC.)",1,financial_637,LASALLE BUSINESS CREDIT
"LASALLE BUSINESS CREDIT, INC. A CORPORATION OF DELAWARE",1,financial_637,LASALLE BUSINESS CREDIT
LASALLE NATIONAL BANK (AS AGENT),1,financial_636,LASALLE BANK NA
"LATERAL U.S. CREDIT OPPORTUNITIES FUND, L.P.",1,financial_4622,LATERAL US CREDIT OPPORTUNITIES FUND LP
"LAUKIEN, DIRK",1,financial_4627,LAUKIEN DIRK
"LAW DEBENTURE TRUST COMPANY OF NEW YORK, AS COLLATERAL AGENT",1,financial_640,LAW DEBENTURE
"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",1,financial_4632,LAWRENCE LIVERMORE NATIONAL SECURITY LLC
"LBC CREDIT PARTNERS, L.P., AS ADMINISTRATIVE AGENT",1,financial_642,LBC CREDIT PARTNERS III
LC CAPITAL MASTER FUND LTD,1,financial_643,LC CAPITAL MASTER FUND
LEAP TECHNOLOGIES,1,financial_4637,LEAP TECHNOLOGIES
LEAR CORPORATION,1,financial_4639,LEAR CORP
"LEAVITT-COVINGTON VENTURES, LLC",1,financial_4641,LEAVITT-COVINGTON VENTURES LLC
"LEGG MASON SBIC MEZZANINE FUND, L.P., A DELAWARE LIMITED PARTNERSHIP",1,financial_4646,LEGG MASON SBIC MEZZANINE FUND LP A DELAWARE LTD PARTNERSHIP
"LEHMKUHL, ALFRED",1,financial_4648,LEHMKUHL ALFRED
"LEHR, SETH",1,financial_4649,LEHR SETH
"LEMKE, JAMES U.",1,financial_4650,LEMKE JAMES U
"LEOCOR, INC.",1,financial_4655,LEOCOR INC
"LEXINGTON VENTURES, LLC",1,financial_4672,LEXINGTON VENTURES LLC
LEXVALL,1,financial_5520,LEXVALL
LEXVALL 8,1,financial_5520,LEXVALL
LIDAK PHARMACEUTICALS,1,financial_4680,LIDAK PHARMACEUTICALS
LIFE INSURANCE COMPANY OF NORTH AMERICA,1,financial_5666,LIFE INSURANCE CO OF NORTH AMERICA
LIFE TECHNOLOGIES CORPORATION,1,financial_4681,LIFE TECHNOLOGIES A CORP OF DE
LIFECELL CORPORATION,1,financial_4682,LIFECELL CORP
LIGHT MACHINES CORPORATION,1,financial_4684,LIGHT MACHINES CORP
"LINDRUD, ROBERT C.",1,financial_4694,LINDRUD ROBERT C
"LIQUID VENTURE PARTNERS, LLC",1,financial_4695,LIQUID VENTURE PARTNERS LLC
LITE-ON SEMICONDUCTOR CORP.,1,financial_4698,LITE-ON SEMICONDUCTOR CORP
LITECURE LLC,1,financial_4699,LITECURE LLC
"LITECURE MEDICAL, LLC",1,financial_4700,LITECURE MEDICAL LLC
"LITTLE, THOMAS J.",1,financial_4703,LITTLE THOMAS J
"LITTON INDUSTRIAL PRODUCTS, INC., A CORP OF DE",1,financial_650,LITTON INDUSTRIAL PRODUCTS A DE CORP
"LIVECCHI, JOHN T.",1,financial_4707,LIVECCHI JOHN T
"LJT ACQUISITION CORPORATION, A CORP. OF DE.",1,financial_4711,LJT ACQUISITION CORP A CORP OF DE
"LLOYDS BANK PLC, AS SECURITY AGENT",1,financial_651,LLOYDS BANK
"LMD CAPITAL, LLC",1,financial_4715,LMD CAPITAL LLC
LOCAL.COM CORPORATION,1,financial_4717,LOCAL COM CORP
LOEB INVESTORS LXXXIV,1,financial_4720,LOEB INVESTORS LXXXIV
"LOFT, ANDREW K.",1,financial_4722,LOFT ANDREW K
LONGITUDE FUND LIMITED PARTNERSHIP,1,financial_4727,LONGITUDE FUND LTD PARTNERSHIP
"LOPEZ, GERARD",1,financial_4729,LOPEZ GERARD
"LORD, ARNOLD",1,financial_4732,LORD ARNOLD
"LOTT, CLARENCE P., III, MR.",1,financial_4734,LOTT CLARENCE P III MR
"LOTUS DEVELOPMENT CORPORATION, 55 CAMBRIDGE PARKWAY, CAMBRIDGE, MASSACHUSETTS, 02142",1,financial_653,LOTUS DEVELOPMENT CORP 55 CAMBRIDGE PARKWAY CAMBRIDGE MASSACHUSETTS
"LOTUS DEVELOPMENT CORPORATION, 55 CAMBRIDGE PARKWAY, CAMBRIDGE, MASSACHUSETTS, 02142,",1,financial_653,LOTUS DEVELOPMENT CORP 55 CAMBRIDGE PARKWAY CAMBRIDGE MASSACHUSETTS
"LOWEY, ELIOT",1,financial_4738,LOWEY ELIOT
LUCENT TECHNOLOGIES INC.,1,financial_654,LUCENT TECHNOLOGIES
LUCENT VENTURE PARTNERS III LLC,1,financial_655,LUCENT VENTURE PARTNERS I LLC
"LUMPKIN, RICHARD A.",1,financial_4744,LUMPKIN RICHARD A
"LUPIEN, WILIAM A.,",1,financial_4745,LUPIEN WILIAM A
M & I MARSHALL & ILSLEY BANK,1,financial_658,M & I MARSHALL & ILSLEY BANK
M&F TTP HOLDINGS LLC C/O MACANDREWS & FORBES HOLDINGS INC.,1,financial_5669,M & F TTP HOLDINGS LLC C O MACANDREWS & FORBES HOLDINGS INC
M&I BANK OF SOUTHERN WISCONSIN,1,financial_658,M & I MARSHALL & ILSLEY BANK
"M&I MARSHALL & ILSLEY BANK, A WISCONSIN BANKING CORP.",1,financial_658,M & I MARSHALL & ILSLEY BANK
"M.H. RHODES, INC.",1,financial_4750,M H WHITTIER CORP SEE RECORD FOR THE REMAINING SIX 6 ASSIGNEES
M2B FUNDING CORPORATION,1,financial_4753,M2B FUNDING CORP
"MADELEINE L.L.C., AS ADMINISTRATIVE AGENT",1,financial_662,MADELEINE LLC
"MADISON CAPITAL FUNDING, LLC",1,financial_663,MADISON CAPITAL FUNDING LLC
"MAGELLAN INVESTORS, LLC",1,financial_4758,MAGELLAN INVESTORS LLC
"MAHI NETWORKS, INC.",1,financial_4761,MAHI NETWORKS INC
"MAHONEY, JAMES J, JR.",1,financial_665,MAHONEY JAMES J JR
MAIN BANK,1,financial_4763,MAIN BANK
"MALLOY, SCOT W.",1,financial_4770,MALLOY SCOT W
MANGROVE III INVESTMENTS SARL,1,financial_4773,MANGROVE III INVESTMENTS SARL
MANUFACTURERS AND TRADERS TRUST CO,1,financial_668,MANUFACTURERS & TRADERS
MANUFACTURERS HANOVER LEASING CORPORATION,1,financial_670,MANUFACTURERS HANOVER
"MANUFACTURERS HANOVER TRUST COMPANY, A BANKING CORP",1,financial_670,MANUFACTURERS HANOVER
MANUFACTURERS NATIONAL BANK OF,1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT AND DONALD E. BLACK, TRUSTEES 100 RENAISSANCE CENTER, DETROIT, MI 48243",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT AND DONALD E. BLACK, TRUSTEES, 100 RENAISSANCE CENTER, DETROIT, MICH. 48243",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
MANUFACTURERS NATIONAL BANK OF DETROIT LAWS OF UNITED STATES OF AMERICA AND DONALD E BLACK TRUSTEES,1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT, 100 RENAISSANCE CENTER, DETROIT, MI. 48243,",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT, A NATIONAL BANKING ASSOCIATION TRUSTEE",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT, A NATIONAL BANKING ASSOCIATION,",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT, AND DONALD E. BLACK, TRUSTEES",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT, TRUSTEES",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
"MANUFACTURERS NATIONAL BANK OF DETROIT; A NATIONAL BANKING ASSOCIATIONOF UNITED STATES OF AMERICA, AND DONALD E. BLACK, AS TRUSTEES, BOTH OF 100 RENAISSANCE CENTER, DETROIT, MI. 48243",1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
MANUFACTURERS NTIONAL BANK OF DETROIT,1,financial_669,MANUFACTURERS NATIONAL BANK OF DETROIL CORPORATE & BLACK DONALD E INDIVIDUAL
MANUFACTURES NATIONAL BANK OF DETROIT (TRUSTEES),1,financial_4779,MANUFACTURES NATIONAL BANK OF DETROIT TRUSTEES
"MANUFACTURING NATIONAL BANK OF DETROIT, A NATIONAL BANKING ASSOCIATION",1,financial_4781,MANUFACTURING NATIONAL BANK OF DETROIT A NATIONAL BANKING ASSOCIATION
"MARANON CAPITAL, L.P.",1,financial_675,MARANON CAPITAL
"MARANON CAPITAL, L.P., AS AGENT",1,financial_675,MARANON CAPITAL
"MARINE MIDLAND BANK, N.A.,",1,financial_677,MARINE MIDLAND BANK NA
"MARINE MIDLAND BUSINESS CREDIT CORPORATION, AN IL CORP.",1,financial_677,MARINE MIDLAND BANK NA
"MARINE MIDLAND BUSINESS LOANS, INC., 1101 WALNUT STREET, KANSAS CITY, MISSOURI 64106",1,financial_677,MARINE MIDLAND BANK NA
"MARINE MIDLAND BUSINESS LOANS, INC., A CORP. OF DE",1,financial_677,MARINE MIDLAND BANK NA
"MARINE MIDLAND BUSINESS LOANS, INC., A DE. CORP.",1,financial_677,MARINE MIDLAND BANK NA
"MARONE, GEORGE",1,financial_678,MARONE GEORGE J
MARQUETTE BANK GOLDEN VALLEY,1,financial_4800,MARQUETTE BANK GOLDEN VALLEY
"MARQUETTE CAPITAL BANK, N.A.",1,financial_680,MARQUETTE CAPITAL BANK
"MARQUETTE VENTURE PARTNERS, L.P.",1,financial_4801,MARQUETTE VENTURE PARTNERS LP
"MARTIN AUTOMATIC, INC.",1,financial_4805,MARTINAUTOMATIC INC
"MARTIN, JOHN B.",1,financial_682,MARTIN JOHN B
"MARYLAND NATIONAL INDUSTRIAL FINANCE CORPORATION, A MD CORP.",1,financial_108,MARYLAND NATIONAL BANK
"MASCOTECH, INC.",1,financial_4815,MASCOTECH INC
"MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY C/O BABSON CAPITAL MANAGEMENT, LLC",1,financial_684,MASSACHUSETTS MUTUAL LIFE INSURANCE CO
"MASSMUTUAL CORPORATE INVESTOR C/O BABSON CAPITAL MANAGEMENT, LLC",1,financial_5672,MASSMUTUAL CORPORATE INVESTOR C O BABSON CAPITAL MANAGEMENT LLC
"MASSMUTUAL CORPORATE INVESTORS, A MASSACHUSETTS BUSINESS TRUST",1,financial_5677,MASSMUTUAL CORPORATE INVESTORS A MASSACHUSETTS BUSINESS TRUST
"MASSMUTUAL CORPORATE VALUE PARTNERS LIMITED, A CAYMAN ISLANDS CORPORATION",1,financial_5681,MASSMUTUAL CORPORATE VALUE PARTNERS LTD A CAYMAN ISLANDS CORP
"MASSMUTUAL PARTICIPATION INVESTORS C/O BABSON CAPITAL MANAGEMENT, LLC",1,financial_5686,MASSMUTUAL PARTICIPATION INVESTORS C O BABSON CAPITAL MANAGEMENT LLC
"MASTHEAD VENTURE PARTNERS CAPITAL, L.P.",1,financial_4820,MASTHEAD VENTURE PARTNERS CAPITAL LP
MATHERS ASSOCIATES,1,financial_4822,MATHERS ASSOCIATES
"MATTEL, INC.",1,financial_4826,MATTEL INC
MAXIM INTEGRATED PRODUCTS,1,financial_686,MAXIM INTEGRATED PRODUCTS
MCCARTER & ENGLISH LLP,1,financial_691,MCCARTER & ENGLISH
"MCDOUGALL, AS COLLATERAL AGENT, JACK",1,financial_4851,MCDOUGALL JACK
"MCGEE, MIKE, REPRESENTATIVE TO RECEIVE NOTICE FOR THE NOTE HOLDERS OF THOSE 10% NOTES ISSUED BY AMERICAN BIOMED, INC., AND DUE AUGUST 31, 1995",1,financial_692,MCGEE MIKE REPRESENTATIVE TO RECEIVE NOTICE FOR THE NOTE HOLDERS OF THOSE 10 NOTES ISSUED BY AMERICAN BIOMED & DUE AUGUST 31 1995
"MCLAUGHLIN, BARRY A.",1,financial_4862,MCLAUGHLIN BARRY A
MCNEIL CONSUMER PRODUCTS CO.,1,financial_4863,MCNEIL CONSUMER PRODUCTS CO
"MEDCO HEALTH SOLUTIONS, INC.",1,financial_4868,MEDCO HEALTH SOLUTIONS INC
MEDCORP DEVELOPMENT FUND,1,financial_4869,MEDCORP DEVELOPMENT FUND
"MEDIAMAP, INC.",1,financial_4871,MEDIAMAP INC
"MEDICAL TECHNOLOGY SYSTEMS, INC.",1,financial_4873,MEDICAL TECHNOLOGY SYSTEMS INC
MEDINVEST CAPITAL S.A R.L.,1,financial_4876,MEDINVEST CAPITAL SA R L
"MEGA INTERNATIONAL COMMERCIAL BANK, CO., LTD., SILICON VALLEY BRANCH",1,financial_4884,MEGA INTERNATIONAL COMMERCIAL BANK CO LTD SILICON VALLEY BRANCH
MELLON BANK (EAST) NATIONAL ASSOCIATION,1,financial_102,BANK OF NEW YORK MELLON
"MELLON BANK, N.A. AS AGENT",1,financial_102,BANK OF NEW YORK MELLON
"MELLON BANK, N.A. AS AGENT FOR MELLON BANK N.A. & MELLON FINANCIAL SERVICES CORPORATION",1,financial_102,BANK OF NEW YORK MELLON
"MELLON BANK, N.A. FOR THE CHASE MANHATTAN BANK (NATIONAL ASSOCIATION) AND MELLON BANK N.A.",1,financial_102,BANK OF NEW YORK MELLON
MELLON FINANCIAL SERVICES CORPORATION,1,financial_102,BANK OF NEW YORK MELLON
"MELLON FINANCIAL SERVICES CORPORATION, A CORP. OF DE",1,financial_102,BANK OF NEW YORK MELLON
"MELTON, WILLIAM N.",1,financial_4887,MELTON WILLIAM N
"MELTZER, LIPPE, GOLDSTEIN, SCHLISSEL, P.C., AS TRUSTEE, FOR THE BENEFIT OF THE HOLDERS OF MOLTECH CORPORATION'S 7% SUBORDINATED CONVERTIBLE PROMISSORY NOTES DUE SEPTEMBER 30, 2004.",1,financial_4888,MELTZER LIPPE GOLDSTEIN SCHLISSEL P C FOR THE BENEFIT OF THE HOLDERS OF MOLTECH CORP S 7 SUBORDINATED CONVERTIBLE PROMISSORY NOTES DUE SEPTEMBER 30 2004
"MEMBREX, INC.",1,financial_4889,MEMBREX INC
MEMCO SOFTWARE LTD.,1,financial_4890,MEMCO SOFTWARE LTD
"MENTRIK BIOTECH, LLC",1,financial_4892,MENTRIK BIOTECH LLC
MERCANTILE BANK OF ST. LOUIS NATIONAL ASSOCIATION,1,financial_698,MERCANTILE BANK OF ST LOUIS NA
"MERCANTILE NATIONAL BANK AT DALLAS, A NATIONAL BANKING ASSOCIATION",1,financial_4895,MERCANTILE NATIONAL BANK AT DALLAS A NATIONAL BANKING ASSOCIATION
"MERCHANTS NATIONAL BANK OF CEDAR RAPIDS, THE",1,financial_700,MERCHANTS NATIONAL BANK & OF INDIANAPOLIS
"MERCK, ALBERT W.",1,financial_4900,MERCK ALBERT W
"MERCURY PARTNERS, LLC",1,financial_4901,MERCURY PARTNERS LLC
"MERIDAN BANK, GREAT VALLEY CORPORATE CENTER, A PA BANKING CORP.",1,financial_4905,MERIDAN BANK GREAT VALLEY CORPORATE CENTER A PA BANKING CORP
MERIDIAN BANK HORSHAM BUSINESS CENTER,1,financial_701,MERIDIAN BANK
"MERIT MEZZANINE FUND IV, L.P.",1,financial_4908,MERIT MEZZANINE FUND IV LP
"MERRILL LYNCH & CO., MERRILL LYNCH, PIERCE FENNER & SMITH INCORPORATED, AS ADMINISTRATIVE AGENT",1,financial_702,MERRILL LYNCH CAPITAL
"MERRILL LYNCH BUSINESS FINANCIAL SERVICES, INC., AS AGENT",1,financial_702,MERRILL LYNCH CAPITAL
"MERRILL LYNCH CAPITAL, A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES, INC., AS ADMINISTRATIVE AGENT",1,financial_702,MERRILL LYNCH CAPITAL
"MERRILL LYNCH INTERFUNDING INC.,",1,financial_702,MERRILL LYNCH CAPITAL
"MERRILL LYNCH INTERFUNDING INC., A CORP. OF DE.",1,financial_702,MERRILL LYNCH CAPITAL
"MESIROW CAPITAL PARTNERS II (""MCPII""),",1,financial_703,MESIROW CAPITAL PARTNERS II MCPII
"MESIROW CAPITAL PARTNERS III (""MCPIII"")",1,financial_703,MESIROW CAPITAL PARTNERS II MCPII
"MESIROW CAPITAL PARTNERS IV (""MCPIV""),",1,financial_703,MESIROW CAPITAL PARTNERS II MCPII
"MESIROW CAPITAL PARTNERS SBIC, LTD., (""MCPL""),",1,financial_703,MESIROW CAPITAL PARTNERS II MCPII
"METAGENIX, INC.",1,financial_4915,METAGENIX INC
MI-2 CAPITAL LLC,1,financial_4931,MI-2 CAPITAL LLC
MI3 L.P.,1,financial_707,MI3
"MICHAEL S. EGAN GANTOR RETAINED ANNUITY TRUST, THE",1,financial_710,MICHAEL S EGAN GANTOR RETAINED ANNUITY
"MICHAEL S. EGAN GRANTOR RETAINED ANNUITY TRUST, THE",1,financial_710,MICHAEL S EGAN GANTOR RETAINED ANNUITY
"MICHIGAN NATIONAL BANK-WEST, 107 WEST MICHIGAN AVENUE, KALAMAZOO, MI. 49005",1,financial_712,MICHIGAN NATIONAL BANK
MICROFLUIDICS INTERNATIONAL CORPORATION,1,financial_4938,MICROFLUIDICS INTERNATIONAL CORP
MICROSOFT CORPORATOIN,1,financial_713,MICROSOFT CORP
MID PENINSULA BANK,1,financial_714,MID PENINSULA BANK
